CODELIST_ID	TERM_ID	TERM_SYNONYM	SYNONYM_TYPE	SYNONYM_SOURCE
C66729	C28161	Intramuscular	EXACT	VX
C66729	C28161	Intramuscular and subcutaneous	RELATED	VX
C66729	C28161	Intramuscular depot injection	NARROW	VX
C66729	C28161	Intramuscular injection	RELATED	VX
C66729	C28161	Itramuscular injection every 3 day	RELATED	VX
C66729	C38194	Instillation into the conjunctival sac	RELATED	VX
C66729	C38208	Intratracheal	RELATED	VX
C66729	C38216	Aerosol inhalation	EXACT	VX
C66729	C38216	Dry powder	NARROW	VX
C66729	C38216	Inhalation	RELATED	VX
C66729	C38216	Inhalation  (nose only)	RELATED	VX
C66729	C38216	Inhalation (WDF)	RELATED	VX
C66729	C38216	Inhalation (dry powder aerosol)	NARROW	VX
C66729	C38216	Inhalation (dry powder)	RELATED	VX
C66729	C38216	Inhalation (nose only)	RELATED	VX
C66729	C38216	Inhalation (nose-only exposure)	RELATED	VX
C66729	C38216	Inhalation (nose-only)	RELATED	VX
C66729	C38216	Inhalation 20-min	RELATED	VX
C66729	C38216	Inhalation 30-min	RELATED	VX
C66729	C38216	Inhalation 4-h	RELATED	VX
C66729	C38216	Inhalation administration	EXACT	VX
C66729	C38216	Inhalation by nose-only	RELATED	VX
C66729	C38216	Inhalation by oropharyngeal tube	NARROW	VX
C66729	C38216	Inhalation nasal 180-min	RELATED	VX
C66729	C38216	Inhalation nasal 3-h	RELATED	VX
C66729	C38216	Inhalation nose-only	RELATED	VX
C66729	C38216	Inhalation nose-only (dry powder)	NARROW	VX
C66729	C38216	Inhalation of dust	RELATED	VX
C66729	C38216	Inhalation oro-nasal	NARROW	VX
C66729	C38216	Inhalation oro-nasal (dry powder)	RELATED	VX
C66729	C38216	Inhalation plus oral by gavage	RELATED	VX
C66729	C38216	Inhalation under dynamic directed-flow nose-only exposure condition	RELATED	VX
C66729	C38216	Inhalation,  2.5-10 min	RELATED	VX
C66729	C38216	Inhalation, dry powder	RELATED	VX
C66729	C38216	Mask inhalation	NARROW	VX
C66729	C38216	Nasal inhalation	RELATED	VX
C66729	C38216	Nose-only inhalation	RELATED	VX
C66729	C38216	Nose-only inhalation (dry powder)	RELATED	VX
C66729	C38216	Oral - inhalation	RELATED	VX
C66729	C38216	Oral inhalation	RELATED	VX
C66729	C38216	Orally inhalated	RELATED	VX
C66729	C38216	Oronasal inhalation	RELATED	VX
C66729	C38216	Snout-only inhalation	RELATED	VX
C66729	C38223	Intra-articular injections	EXACT	VX
C66729	C38223	Intraarticular injection	RELATED	VX
C66729	C38238	Intradermal	EXACT	VX
C66729	C38245	Esophageal intubation	EXACT	VX
C66729	C38246	Intragastric	EXACT	VX
C66729	C38249	Intraileum	RELATED	VX
C66729	C38255	Instillation into the conjuctival sac	NARROW	VX
C66729	C38255	Ocular	RELATED	VX
C66729	C38258	Intraperitoneal	EXACT	VX
C66729	C38258	Intraperitoneal injection	EXACT	VX
C66729	C38267	Intrathecal	EXACT	VX
C66729	C38272	Intrauterine	EXACT	VX
C66729	C38274	Bolus Intravenous	EXACT	VX
C66729	C38274	Bolus intravenous injection	RELATED	VX
C66729	C38274	Intravenous (bolus injection into the jugular vein)	NARROW	VX
C66729	C38274	Intravenous (bolus injection into the tail vein)	NARROW	VX
C66729	C38274	Intravenous (bolus)	EXACT	VX
C66729	C38274	Intravenous bolus	EXACT	VX
C66729	C38274	Intravenous bolus (0.2 ml/100 g body weight)	RELATED	VX
C66729	C38274	Intravenous bolus injection	EXACT	VX
C66729	C38274	Intravenous single bolus injection	RELATED	VX
C66729	C38274	Intravenous, bolus	EXACT	VX
C66729	C38274	Intravenous, bolus injection	EXACT	VX
C66729	C38274	Intravenous, by slow bolus	NARROW	VX
C66729	C38274	Intravenous, by slow bolus injection	NARROW	VX
C66729	C38274	Intravenous/bolus	EXACT	VX
C66729	C38274	Intravenously (bolus - tail vein)	NARROW	VX
C66729	C38274	Slow intravenous bolus	NARROW	VX
C66729	C38276	Intavenous	EXACT	VX
C66729	C38276	Intravenos injection	RELATED	VX
C66729	C38276	Intravenous	EXACT	VX
C66729	C38276	Intravenous (Tail vein)	NARROW	VX
C66729	C38276	Intravenous (injection in the tail vein)	NARROW	VX
C66729	C38276	Intravenous (jugular)	NARROW	VX
C66729	C38276	Intravenous (jugularis)	NARROW	VX
C66729	C38276	Intravenous (or exceptionally subcutaneously)	RELATED	VX
C66729	C38276	Intravenous (tail vein - 0.1 ml/100 g b.w.)	RELATED	VX
C66729	C38276	Intravenous (tail vein)	NARROW	VX
C66729	C38276	Intravenous (via an implanted port catheter system)	NARROW	VX
C66729	C38276	Intravenous Injection	RELATED	VX
C66729	C38276	Intravenous at days 14 and 28 only	RELATED	VX
C66729	C38276	Intravenous in the tail vein	NARROW	VX
C66729	C38276	Intravenous injection	RELATED	VX
C66729	C38276	Intravenous injection (tail vein)	NARROW	VX
C66729	C38276	Intravenous injection (tail)	NARROW	VX
C66729	C38276	Intravenous injections	RELATED	VX
C66729	C38276	Intravenous into right ear	NARROW	VX
C66729	C38276	Intravenous via a tail vein	NARROW	VX
C66729	C38276	Intravenous via the tail vein	NARROW	VX
C66729	C38276	Intravenous(via the tail)	NARROW	VX
C66729	C38276	Intravenous, liposomal formulation	RELATED	VX
C66729	C38276	Intravenous, via the tail vein	NARROW	VX
C66729	C38276	Intravenous/perivenous/intraarterial	RELATED	VX
C66729	C38276	Intravenously	EXACT	VX
C66729	C38276	Intravenously (0.1 ml/100 g bw)	RELATED	VX
C66729	C38276	Intravenously (jugular vein)	NARROW	VX
C66729	C38276	Intravenously (tail vein)	RELATED	VX
C66729	C38276	Intravenously (via jugular vein)	NARROW	VX
C66729	C38276	Intravenously (via the tail)	RELATED	VX
C66729	C38276	Intravenously via the tail vein	NARROW	VX
C66729	C38276	Intravenously, i.p. when i.v. no longer possible	RELATED	VX
C66729	C38276	Intravenously, via the tail vein	NARROW	VX
C66729	C38276	Intraveous	RELATED	VX
C66729	C38276	Introvenous	RELATED	VX
C66729	C38276	intravenous	EXACT	VX
C66729	C38279	Continuous intravenous infusion	NARROW	VX
C66729	C38279	Intravenour 4h infusion	RELATED	VX
C66729	C38279	Intravenous (1-hour infusion)	NARROW	VX
C66729	C38279	Intravenous (2 h) infusion	NARROW	VX
C66729	C38279	Intravenous (30 min) infusion	NARROW	VX
C66729	C38279	Intravenous (4-hour per day) infusion	NARROW	VX
C66729	C38279	Intravenous (5 min-duration)	NARROW	VX
C66729	C38279	Intravenous (Continuous infusion)	RELATED	VX
C66729	C38279	Intravenous (Infusion)	RELATED	VX
C66729	C38279	Intravenous (continuous infusion)	RELATED	VX
C66729	C38279	Intravenous (infusion)	RELATED	VX
C66729	C38279	Intravenous 1-h infusion	RELATED	VX
C66729	C38279	Intravenous 1-h-infusion	RELATED	VX
C66729	C38279	Intravenous 1-hour infusion	NARROW	VX
C66729	C38279	Intravenous 1.5 min	NARROW	VX
C66729	C38279	Intravenous 10-min infusion	NARROW	VX
C66729	C38279	Intravenous 15-min infusion	RELATED	VX
C66729	C38279	Intravenous 16-min infusion	NARROW	VX
C66729	C38279	Intravenous 18-min infusion	NARROW	VX
C66729	C38279	Intravenous 1h infusion	NARROW	VX
C66729	C38279	Intravenous 1h-infusion	NARROW	VX
C66729	C38279	Intravenous 2-h infusion	NARROW	VX
C66729	C38279	Intravenous 2-min	NARROW	VX
C66729	C38279	Intravenous 2-min infusion	NARROW	VX
C66729	C38279	Intravenous 20-min	NARROW	VX
C66729	C38279	Intravenous 24-h	NARROW	VX
C66729	C38279	Intravenous 24-h infusion	NARROW	VX
C66729	C38279	Intravenous 2h-infusion	NARROW	VX
C66729	C38279	Intravenous 3-h infusion	NARROW	VX
C66729	C38279	Intravenous 3-min infusion	NARROW	VX
C66729	C38279	Intravenous 30-min infusion	NARROW	VX
C66729	C38279	Intravenous 3h-infusion	NARROW	VX
C66729	C38279	Intravenous 4 h infusion	RELATED	VX
C66729	C38279	Intravenous 4-h infusion	RELATED	VX
C66729	C38279	Intravenous 5 days/week	RELATED	VX
C66729	C38279	Intravenous 5-min infusion	NARROW	VX
C66729	C38279	Intravenous 6-h infusion	NARROW	VX
C66729	C38279	Intravenous 60-min	NARROW	VX
C66729	C38279	Intravenous 8h-infusion	NARROW	VX
C66729	C38279	Intravenous Infusion	RELATED	VX
C66729	C38279	Intravenous Infusion for 1 hour	NARROW	VX
C66729	C38279	Intravenous continuous	RELATED	VX
C66729	C38279	Intravenous continuous for 24 h	NARROW	VX
C66729	C38279	Intravenous continuous infusion	RELATED	VX
C66729	C38279	Intravenous infused for 20 min	RELATED	VX
C66729	C38279	Intravenous infusion	RELATED	VX
C66729	C38279	Intravenous infusion (1 hour period)	NARROW	VX
C66729	C38279	Intravenous infusion (1-h)	NARROW	VX
C66729	C38279	Intravenous infusion (1.7 ¿ 6.7 ml/kg/hour)	NARROW	VX
C66729	C38279	Intravenous infusion (1.7-6.7 ml/kg/hour)	NARROW	VX
C66729	C38279	Intravenous infusion (1h)	NARROW	VX
C66729	C38279	Intravenous infusion (30 minutes   cephalic or saphenous vein)	NARROW	VX
C66729	C38279	Intravenous infusion (30 minutes - cephalic or saphenous vein)	NARROW	VX
C66729	C38279	Intravenous infusion (caudal vein - 10ml/kg - 5 min)	NARROW	VX
C66729	C38279	Intravenous infusion (caudal vein)	RELATED	VX
C66729	C38279	Intravenous infusion for 1 h	NARROW	VX
C66729	C38279	Intravenous infusion for 2 h	NARROW	VX
C66729	C38279	Intravenous infusion over 0.5 h	NARROW	VX
C66729	C38279	Intravenous infusion via a tail vein at 0.5 ml/min	NARROW	VX
C66729	C38279	Intravenous infusion via the femoral vein	NARROW	VX
C66729	C38279	Intravenous infusion via the left femoral vein	NARROW	VX
C66729	C38279	Intravenous over 5 min	NARROW	VX
