CODELIST_ID	TERM_ID	TERM_SYNONYM	SYNONYM_TYPE	SYNONYM_SOURCE
C67154	C103419	NAGASE	EXACT	SEND
C67154	C103419	Nacetyl-beta-D-glucosaminidase (NAG)	EXACT	VX
C67154	C103419	Urinary N-Acetyl-f3-D-glucosaminidase (NAG)	NARROW	VX
C67154	C103419	Urinary N-acetyl-b-D-glucosaminidase (NAG)	NARROW	VX
C67154	C103419	Urinary b-N-acetyl glucosaminase	NARROW	VX
C67154	C103419	Urine N-acetyl-beta-D-glucosaminidase	NARROW	VX
C67154	C103419	Urine N-acetyl-beta-D-glucosaminidase excretion	RELATED	VX
C67154	C103419	Urine n-acetyl-b-d-glucosamine (UNAG)	RELATED	VX
C67154	C103419	b-N-Acetyl-D glucosaminidase (B-N-AG)	EXACT	VX
C67154	C103427	PLATAGGR	EXACT	SEND
C67154	C103427	Platelet aggregates	EXACT	VX
C67154	C103427	Platelet aggregation %	EXACT	VX
C67154	C103427	Platelet aggregation (ADP as agonist)	RELATED	VX
C67154	C103427	Platelet aggregation lag phase	NARROW	VX
C67154	C103427	Platelet aggregation slope	NARROW	VX
C67154	C103430	PCT	EXACT	SEND
C67154	C103430	PCT	EXACT	VX
C67154	C103431	PGD2	EXACT	SEND
C67154	C103432	PGD2S	EXACT	SEND
C67154	C103433	PGES	EXACT	SEND
C67154	C103434	PGE1	EXACT	SEND
C67154	C103435	PGE2	EXACT	SEND
C67154	C103436	PGF1A	EXACT	SEND
C67154	C103437	PGF2A	EXACT	SEND
C67154	C103440	RUBIGGAB	EXACT	SEND
C67154	C103445	TXB2	EXACT	SEND
C67154	C103446	TG	RELATED	VX
C67154	C103446	TGLOB	EXACT	SEND
C67154	C103446	Thyroglobulin	EXACT	MedDRA
C67154	C103448	VITECHOL	EXACT	SEND
C67154	C103449	VITK1	EXACT	SEND
C67154	C103450	VLDLPSZ	EXACT	SEND
C67154	C103451	PTHW	EXACT	SEND
C67154	C103453	ALBPROT	EXACT	SEND
C67154	C103453	Protein albumin ratio	EXACT	MedDRA
C67154	C103453	Total protein (PROTEIN)	EXACT	VX
C67154	C103453	Total protein (Protein)	EXACT	VX
C67154	C103808	CD19	EXACT	SEND
C67154	C103809	CD3	EXACT	SEND
C67154	C103809	CD3	EXACT	VX
C67154	C103810	CD4	EXACT	SEND
C67154	C103810	CD4	RELATED	VX
C67154	C103810	CD4+	EXACT	VX
C67154	C103811	CD8	EXACT	SEND
C67154	C103811	CD8	RELATED	VX
C67154	C103811	CD8+	EXACT	VX
C67154	C103812	CD19LY	EXACT	SEND
C67154	C103813	CD3LY	EXACT	SEND
C67154	C103814	CD-2+, CD-4+	EXACT	VX
C67154	C103814	CD-2+, CD-8+	EXACT	VX
C67154	C103814	CD3+/CD4+	EXACT	VX
C67154	C103814	CD3+/CD8+	EXACT	VX
C67154	C103814	CD4+/CD8+	EXACT	VX
C67154	C103814	CD4CD8	EXACT	SEND
C67154	C103815	CD4 lymphocyte counts	EXACT	VX
C67154	C103815	CD4+ Lymphocytes	EXACT	VX
C67154	C103815	CD4LY	EXACT	SEND
C67154	C103815	Lymphocyte CD4+	EXACT	VX
C67154	C103815	Lymphocytes CD4+	EXACT	VX
C67154	C103815	Lymphocytes CD4+ (T4)	EXACT	VX
C67154	C103815	T helper lymphocytes (CD4+)	RELATED	VX
C67154	C103815	T-helper lymphocytes % (CD4%)	RELATED	VX
C67154	C103815	T-helper lymphocytes (CD4)	RELATED	VX
C67154	C103816	CD8 lymphocyte counts	EXACT	VX
C67154	C103816	CD8+ Lymphocytes	EXACT	VX
C67154	C103816	CD8LY	EXACT	SEND
C67154	C103816	Lymphocyte CD8+	EXACT	VX
C67154	C103816	Lymphocytes CD8+	EXACT	VX
C67154	C103816	Lymphocytes CD8+ (T8)	EXACT	VX
C67154	C103816	T suppressor/cytotoxic lymphocytes (CD8+)	RELATED	VX
C67154	C103816	T-suppressor lymphocytes % (CD8%)	RELATED	VX
C67154	C103816	T-suppressor lymphocytes (CD8)	RELATED	VX
C67154	C105438	APPB	EXACT	SEND
C67154	C105439	CD11A	EXACT	SEND
C67154	C105440	CD11B	EXACT	SEND
C67154	C105441	CYSTINE	EXACT	SEND
C67154	C105442	FACTXIVA	EXACT	SEND
C67154	C105443	FBRTST	EXACT	SEND
C67154	C105444	BLSTLYLE	EXACT	SEND
C67154	C105445	THEOPHYL	EXACT	SEND
C67154	C105585	B-glucose (B-Gls)	EXACT	VX
C67154	C105585	BLDGLU	NARROW	VX
C67154	C105585	BLOOD GLUCOSE	RELATED	VX
C67154	C105585	Blood / serum glucose (Gluc)	RELATED	VX
C67154	C105585	Blood Glucose	RELATED	VX
C67154	C105585	Blood glucose	RELATED	VX
C67154	C105585	Blood sugar	RELATED	VX
C67154	C105585	Blood sugar (SUGAR)	NARROW	VX
C67154	C105585	Blood sugar (Sugar)	NARROW	VX
C67154	C105585	Blood/serum glucose (GLUC)	RELATED	VX
C67154	C105585	Clucose	RELATED	VX
C67154	C105585	Fasted blood glucose concentration	RELATED	VX
C67154	C105585	Fasting Glucose	RELATED	VX
C67154	C105585	Fasting blood glucose (FBS)	RELATED	VX
C67154	C105585	Fasting blood sugar (GLUCOSE)	NARROW	VX
C67154	C105585	GLU	RELATED	VX
C67154	C105585	GLU	RELATED	VX
C67154	C105585	GLU (1 hour postdose)	RELATED	VX
C67154	C105585	GLU (24 hour postdose)	RELATED	VX
C67154	C105585	GLU (30 min postdose)	RELATED	VX
C67154	C105585	GLU (5 min postdose)	RELATED	VX
C67154	C105585	GLU (initial control 1)	RELATED	VX
C67154	C105585	GLU (initial control 2)	RELATED	VX
C67154	C105585	GLU (predose)	RELATED	VX
C67154	C105585	GLU: Glucose	EXACT	VX
C67154	C105585	GLU: Glucose	EXACT	VX
C67154	C105585	GLUC	RELATED	VX
C67154	C105585	GLUC	RELATED	VX
C67154	C105585	GLUC	EXACT	SEND
C67154	C105585	GLUC (0-2 hours post-dosing)	NARROW	VX
C67154	C105585	GLUC (2-5 hours post-dosing)	NARROW	VX
C67154	C105585	GLUC.	EXACT	VX
C67154	C105585	GLUC:G	NARROW	VX
C67154	C105585	GLUC:Glucose	EXACT	VX
C67154	C105585	GLUCOSE	EXACT	VX
C67154	C105585	GLUCOSE	EXACT	VX
C67154	C105585	GLUCOSE IN URINE	NARROW	VX
C67154	C105585	GLUCOSE(0 HR)	NARROW	VX
C67154	C105585	GLUCOSE(0.5 HR)	NARROW	VX
C67154	C105585	GLUCOSE(1 HR)	NARROW	VX
C67154	C105585	GLUCOSE(12 HR)	NARROW	VX
C67154	C105585	GLUCOSE(2 HR)	NARROW	VX
C67154	C105585	GLUCOSE(24 HR)	NARROW	VX
C67154	C105585	GLUCOSE(4 HR)	NARROW	VX
C67154	C105585	GLUCOSE(8 HR)	NARROW	VX
C67154	C105585	GLUCOSE-EXCRETED	NARROW	VX
C67154	C105585	GLUCOSE: G	NARROW	VX
C67154	C105585	GLUCOSE:G	NARROW	VX
C67154	C105585	GLUCc	EXACT	VX
C67154	C105585	GLUKOSE	RELATED	VX
C67154	C105585	GLucose	EXACT	VX
C67154	C105585	GLucose	EXACT	VX
C67154	C105585	GLucose (UGLU)	NARROW	VX
C67154	C105585	Glicose	RELATED	VX
C67154	C105585	Glicose (Glu)	EXACT	VX
C67154	C105585	Glu	RELATED	VX
C67154	C105585	Glu	RELATED	VX
C67154	C105585	Glu.	RELATED	VX
C67154	C105585	Gluc	RELATED	VX
C67154	C105585	Gluc-U	RELATED	VX
C67154	C105585	Gluc.	EXACT	VX
C67154	C105585	Glucos (GLUC)	RELATED	VX
C67154	C105585	Glucose	EXACT	VX
C67154	C105585	Glucose	EXACT	VX
C67154	C105585	Glucose	EXACT	MedDRA
C67154	C105585	Glucose	EXACT	VX
C67154	C105585	Glucose % of Control	RELATED	VX
C67154	C105585	Glucose (0 min)	RELATED	VX
C67154	C105585	Glucose (0.5 h post dose)	NARROW	VX
C67154	C105585	Glucose (1 hr)	NARROW	VX
C67154	C105585	Glucose (12 hr)	NARROW	VX
C67154	C105585	Glucose (16 h post dose)	RELATED	VX
C67154	C105585	Glucose (2 hr)	NARROW	VX
C67154	C105585	Glucose (24 h post dose)	NARROW	VX
C67154	C105585	Glucose (24 hr)	NARROW	VX
C67154	C105585	Glucose (3 h post dose)	NARROW	VX
C67154	C105585	Glucose (30 min)	NARROW	VX
C67154	C105585	Glucose (4 hr)	NARROW	VX
C67154	C105585	Glucose (8 h post dose)	NARROW	VX
C67154	C105585	Glucose (8 hr)	NARROW	VX
C67154	C105585	Glucose (B-Gls)	NARROW	VX
C67154	C105585	Glucose (DGLU)	NARROW	VX
C67154	C105585	Glucose (GL)	EXACT	VX
C67154	C105585	Glucose (GLCU)	EXACT	VX
C67154	C105585	Glucose (GLS)	EXACT	VX
C67154	C105585	Glucose (GLUC)	RELATED	VX
C67154	C105585	Glucose (GLU)	RELATED	VX
C67154	C105585	Glucose (GLU)	RELATED	VX
C67154	C105585	Glucose (GLU) (12h)	NARROW	VX
C67154	C105585	Glucose (GLU) (1h)	NARROW	VX
C67154	C105585	Glucose (GLU) (3h)	NARROW	VX
C67154	C105585	Glucose (GLU) (6h)	NARROW	VX
C67154	C105585	Glucose (GLUC )	EXACT	VX
C67154	C105585	Glucose (GLUC)	RELATED	VX
C67154	C105585	Glucose (GLUC)	RELATED	VX
C67154	C105585	Glucose (GLUC) (post-surgery)	RELATED	VX
C67154	C105585	Glucose (GLUC) (pre-surgery)	RELATED	VX
C67154	C105585	Glucose (GLUC))	EXACT	VX
C67154	C105585	Glucose (GLUCOSE)	EXACT	VX
C67154	C105585	Glucose (GLUCOSE)	EXACT	VX
C67154	C105585	Glucose (GLUN)	EXACT	VX
C67154	C105585	Glucose (GUT)	EXACT	VX
C67154	C105585	Glucose (Gls)	EXACT	VX
C67154	C105585	Glucose (Gls)	EXACT	VX
C67154	C105585	Glucose (Glu)	RELATED	VX
C67154	C105585	Glucose (Glu)	RELATED	VX
C67154	C105585	Glucose (Glu-U)	RELATED	VX
C67154	C105585	Glucose (Gluc)	RELATED	VX
C67154	C105585	Glucose (Gluc)	RELATED	VX
C67154	C105585	Glucose (Gluc) BD	EXACT	VX
C67154	C105585	Glucose (Gluc-U)	NARROW	VX
C67154	C105585	Glucose (Gluc.)	EXACT	VX
C67154	C105585	Glucose (Glucose)	EXACT	VX
C67154	C105585	Glucose (Glue)	EXACT	VX
C67154	C105585	Glucose (Glue-U)	NARROW	VX
C67154	C105585	Glucose (NGLU)	EXACT	VX
C67154	C105585	Glucose (SUGAR)	NARROW	VX
C67154	C105585	Glucose (U-Gls)	NARROW	VX
C67154	C105585	Glucose (UGL)	EXACT	VX
C67154	C105585	Glucose (UGLS)	NARROW	VX
C67154	C105585	Glucose (UGLU)	NARROW	VX
C67154	C105585	Glucose (UGluc)	NARROW	VX
C67154	C105585	Glucose (pre- dose)	NARROW	VX
C67154	C105585	Glucose (serum) (GLUC)	NARROW	VX
C67154	C105585	Glucose (sq)	EXACT	VX
C67154	C105585	Glucose (urine)	NARROW	VX
C67154	C105585	Glucose (urine) (GLCU)	NARROW	VX
C67154	C105585	Glucose 0.5h	NARROW	VX
C67154	C105585	Glucose 0h	NARROW	VX
C67154	C105585	Glucose 12h	NARROW	VX
C67154	C105585	Glucose 1h	NARROW	VX
C67154	C105585	Glucose 24h	NARROW	VX
C67154	C105585	Glucose 2h	RELATED	VX
C67154	C105585	Glucose 4h	RELATED	VX
C67154	C105585	Glucose 8h	NARROW	VX
C67154	C105585	Glucose GLU	RELATED	VX
C67154	C105585	Glucose GLUC)	EXACT	VX
C67154	C105585	Glucose GLUC)	EXACT	VX
C67154	C105585	Glucose GLUK)	RELATED	VX
C67154	C105585	Glucose T+0.25h	NARROW	VX
C67154	C105585	Glucose T+0.5h	NARROW	VX
C67154	C105585	Glucose T+10h	NARROW	VX
C67154	C105585	Glucose T+1h	NARROW	VX
C67154	C105585	Glucose T+24h	NARROW	VX
C67154	C105585	Glucose T+2h	NARROW	VX
C67154	C105585	Glucose T+4h	NARROW	VX
C67154	C105585	Glucose coentration (Glu-U)	NARROW	VX
C67154	C105585	Glucose concentration (GLUC)	RELATED	VX
C67154	C105585	Glucose concentration (Gluc)	RELATED	VX
C67154	C105585	Glucose level	EXACT	VX
C67154	C105585	Glucose mg%	NARROW	VX
C67154	C105585	Glucose per sample (USGL)	EXACT	VX
C67154	C105585	Glucose ratio (GLU)	RELATED	VX
C67154	C105585	Glucose reagent strip	NARROW	VX
C67154	C105585	Glucose urinary (strip)	NARROW	VX
C67154	C105585	Glucose(GLU)	EXACT	VX
C67154	C105585	Glucose, dipstick	RELATED	VX
C67154	C105585	Glucose, molc.	NARROW	VX
C67154	C105585	Glucose, pool 1	NARROW	VX
C67154	C105585	Glucose, pool 2	NARROW	VX
C67154	C105585	Glucose/sample	RELATED	VX
C67154	C105585	Glucose/sample (USGL)	RELATED	VX
C67154	C105585	Glucose:volume	RELATED	VX
C67154	C105585	Glukose	RELATED	VX
C67154	C105585	Gucose	EXACT	VX
C67154	C105585	Maximal glucose	RELATED	VX
C67154	C105585	Mean glucose	RELATED	VX
C67154	C105585	Minimal glucose	RELATED	VX
C67154	C105585	P-GLUC	NARROW	VX
C67154	C105585	PLASMA GLUCOSE	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (0 min)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (12 hr)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (1hr)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (2 hr)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (24 hr)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (30 min)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (4 hr)	RELATED	VX
C67154	C105585	PLASMA GLUCOSE (8 hr)	RELATED	VX
C67154	C105585	Plasma glucose	RELATED	VX
C67154	C105585	Plasma glucose (GLU)	NARROW	VX
C67154	C105585	Plasma glucose (PGLU)	NARROW	VX
C67154	C105585	Reagent strip - glucose	NARROW	VX
C67154	C105585	S-GLUC	NARROW	VX
C67154	C105585	S-Glucose (S-Gls)	NARROW	VX
C67154	C105585	S-glucose	NARROW	VX
C67154	C105585	S-glucose (B-Gls)	NARROW	VX
C67154	C105585	S-glucose (S-Gls)	RELATED	VX
C67154	C105585	S-glucose, substc., (S-Gls)	NARROW	VX
C67154	C105585	Serum  glucose	RELATED	VX
C67154	C105585	Serum gllucose	RELATED	VX
C67154	C105585	Serum glucose	RELATED	VX
C67154	C105585	Serum glucose (GLUC)	RELATED	VX
C67154	C105585	Serum glucose (Gluc)	RELATED	VX
C67154	C105585	Serum glucose concentration	NARROW	VX
C67154	C105585	Sugar	RELATED	VX
C67154	C105585	Sugar	RELATED	VX
C67154	C105585	Total clucose	RELATED	VX
C67154	C105585	Total glucose	EXACT	VX
C67154	C105585	Total glucose (GLU)	EXACT	VX
C67154	C105585	U-glucose	NARROW	VX
C67154	C105585	U-glucose (U-Gls)	NARROW	VX
C67154	C105585	U-glucose, arb. substc., (U-Gls)	NARROW	VX
C67154	C105585	U-glucose, pool 1 (U-Gls)	NARROW	VX
